"","Date","Heathrow","Haringey"
"1580","28/04/2004",NA,21.4
"1581","29/04/2004",NA,12.4
"1582","30/04/2004",31.4,29.4
"1583","01/05/2004",46.5,42.9
"1584","02/05/2004",12.9,20.9
"1585","03/05/2004",15.1,15.2
"1586","04/05/2004",7.4,8.6
"1587","05/05/2004",13.2,12.8
"1588","06/05/2004",15.8,14
"1589","07/05/2004",17.5,14.4
"1590","08/05/2004",16.5,16.1
"1591","09/05/2004",23.1,21.6
"1592","10/05/2004",37.1,31.5
"1593","11/05/2004",31.3,25.1
"1594","12/05/2004",27.2,19.8
"1595","13/05/2004",24.9,19
"1596","14/05/2004",28.2,23.3
"1597","15/05/2004",22.9,18.7
"1598","16/05/2004",23.8,19.8
"1599","17/05/2004",31.3,26.4
"1600","18/05/2004",29,24.9
"1601","19/05/2004",25.4,23.7
"1602","20/05/2004",23.3,20.7
"1603","21/05/2004",14.9,11.2
"1604","22/05/2004",15.2,14.2
"1605","23/05/2004",21.5,16.9
"1606","24/05/2004",27,19.8
"1607","25/05/2004",26.1,NA
"1608","26/05/2004",21.2,NA
"1609","27/05/2004",18.3,15.2
"1610","28/05/2004",17.1,21.6
"1611","29/05/2004",23.7,23.7
"1612","30/05/2004",13.1,13.3
"1613","31/05/2004",14.3,13.8
"1614","01/06/2004",16.6,12.5
"1615","02/06/2004",18.3,16.2
"1616","03/06/2004",22,19.8
"1617","04/06/2004",12.9,9.4
"1618","05/06/2004",13.8,13.6
"1619","06/06/2004",17.6,19.5
"1620","07/06/2004",21.4,22.6
"1621","08/06/2004",30.7,33
"1622","09/06/2004",21.7,23.6
"1623","10/06/2004",15.5,19
"1624","11/06/2004",15.9,17.3
"1625","12/06/2004",15.9,15.8
"1626","13/06/2004",15.8,12.8
"1627","14/06/2004",20,15.8
"1628","15/06/2004",19.7,18.1
"1629","16/06/2004",13.4,13.8
"1630","17/06/2004",17.3,16.3
"1631","18/06/2004",13.5,13.7
"1632","19/06/2004",10.9,10.9
"1633","20/06/2004",11.7,11.6
"1634","21/06/2004",13.4,13
"1635","22/06/2004",14.8,16.1
"1636","23/06/2004",15,13.1
"1637","24/06/2004",18.2,13.7
"1638","25/06/2004",14.6,14.1
"1639","26/06/2004",17.9,19.4
"1640","27/06/2004",16.3,15.1
"1641","28/06/2004",18.3,15.6
"1642","29/06/2004",19,17.2
"1643","30/06/2004",15.3,14.4
"1644","01/07/2004",17.7,14.5
"1645","02/07/2004",12.5,11.6
"1646","03/07/2004",12.5,12.2
"1647","04/07/2004",12.7,12.6
"1648","05/07/2004",18.8,12.4
"1649","06/07/2004",21.2,16.3
"1650","07/07/2004",30.4,23.1
"1651","08/07/2004",17.4,18
"1652","09/07/2004",14.3,13.1
"1653","10/07/2004",11.8,10.2
"1654","11/07/2004",11.4,9.5
"1655","12/07/2004",19,13.4
"1656","13/07/2004",19,14
"1657","14/07/2004",17.3,14.2
"1658","15/07/2004",14.6,12.5
"1659","16/07/2004",13,15.8
"1660","17/07/2004",11.5,14.2
"1661","18/07/2004",12,13.7
"1662","19/07/2004",14.9,14.9
"1663","20/07/2004",27.2,27.7
"1664","21/07/2004",17.2,16.6
"1665","22/07/2004",22.9,25.6
"1666","23/07/2004",20.2,15.5
"1667","24/07/2004",17.2,14
"1668","25/07/2004",14.6,11.5
"1669","26/07/2004",13.4,10.6
"1670","27/07/2004",20.2,17.3
"1671","28/07/2004",25.5,30
"1672","29/07/2004",36.4,33.4
"1673","30/07/2004",21.6,20.1
"1674","31/07/2004",26.9,23.4
"1675","01/08/2004",31.4,28.5
"1676","02/08/2004",44,35.1
"1677","03/08/2004",47.5,33.5
"1678","04/08/2004",28.3,24.3
"1679","05/08/2004",42.5,27.4
"1680","06/08/2004",17.1,23.2
"1681","07/08/2004",15.9,20.4
"1682","08/08/2004",32.2,30.8
"1683","09/08/2004",23.7,30.2
"1684","10/08/2004",9.5,14.8
"1685","11/08/2004",12.4,15.2
"1686","12/08/2004",12.3,14.8
"1687","13/08/2004",15.4,16.5
"1688","14/08/2004",24.6,25.6
"1689","15/08/2004",11.3,11.2
"1690","16/08/2004",10.7,12.7
"1691","17/08/2004",12.6,15.9
"1692","18/08/2004",13.7,16.1
"1693","19/08/2004",16.3,15.4
"1694","20/08/2004",13.5,14.2
"1695","21/08/2004",14,14.3
"1696","22/08/2004",16.3,17
"1697","23/08/2004",17.9,16.3
"1698","24/08/2004",14.2,13.6
"1699","25/08/2004",15,12.4
"1700","26/08/2004",14.5,14.8
"1701","27/08/2004",13.1,11.3
"1702","28/08/2004",13.2,14.5
"1703","29/08/2004",12.7,11.8
"1704","30/08/2004",14.8,12.6
"1705","31/08/2004",28.9,17.8
"1706","01/09/2004",32.1,27.1
"1707","02/09/2004",32.7,33.1
"1708","03/09/2004",34,36.6
"1709","04/09/2004",27.3,24.3
"1710","05/09/2004",37.2,30.3
"1711","06/09/2004",34.6,27.8
"1712","07/09/2004",32.6,27.3
"1713","08/09/2004",27.6,20
"1714","09/09/2004",40.7,28.1
"1715","10/09/2004",35.7,29.4
"1716","11/09/2004",11,11.1
"1717","12/09/2004",14.3,12.8
"1718","13/09/2004",14,13.1
"1719","14/09/2004",19.8,15.5
"1720","15/09/2004",24.2,18.6
"1721","16/09/2004",21.1,20.8
"1722","17/09/2004",14.7,18
"1723","18/09/2004",7.8,13
"1724","19/09/2004",9.5,12.2
"1725","20/09/2004",14.8,14.8
"1726","21/09/2004",20.8,20.1
"1727","22/09/2004",17.8,16.8
"1728","23/09/2004",11.1,8.6
"1729","24/09/2004",16.6,12.6
"1730","25/09/2004",18.9,16.6
"1731","26/09/2004",11.4,10.3
"1732","27/09/2004",16.5,14.9
"1733","28/09/2004",17.3,15.2
"1734","29/09/2004",17.4,17.9
"1735","30/09/2004",16,19.9
"1736","01/10/2004",20.9,18.9
"1737","02/10/2004",18,16.1
"1738","03/10/2004",15.3,13.7
"1739","04/10/2004",13.5,13.6
"1740","05/10/2004",17.1,17.2
"1741","06/10/2004",15.1,12.5
"1742","07/10/2004",17,16.2
"1743","08/10/2004",27.8,19.9
"1744","09/10/2004",17,13.8
"1745","10/10/2004",20.3,14.9
"1746","11/10/2004",29.3,20.6
"1747","12/10/2004",NA,17.4
"1748","13/10/2004",16.5,19.6
"1749","14/10/2004",10.5,8.8
"1750","15/10/2004",13.1,9.6
"1751","16/10/2004",13.8,10.6
"1752","17/10/2004",14.5,10.8
"1753","18/10/2004",17.3,18.5
"1754","19/10/2004",24.8,26.6
"1755","20/10/2004",15.8,15.1
"1756","21/10/2004",18.4,17.6
"1757","22/10/2004",23.1,21
"1758","23/10/2004",18,12.8
"1759","24/10/2004",20.4,16.6
"1760","25/10/2004",17.8,14.7
"1761","26/10/2004",19.9,23.2
"1762","27/10/2004",13.8,18.6
"1763","28/10/2004",14.9,20.4
"1764","29/10/2004",16.1,22.3
"1765","30/10/2004",33.8,36
"1766","31/10/2004",17.3,15
"1767","01/11/2004",21.5,19.1
"1768","02/11/2004",19.9,23
"1769","03/11/2004",20.3,27.9
"1770","04/11/2004",21.4,19.4
"1771","05/11/2004",36.5,37.3
"1772","06/11/2004",38.5,32.7
"1773","07/11/2004",20.5,18.8
"1774","08/11/2004",15.6,16.1
"1775","09/11/2004",16.1,17.5
"1776","10/11/2004",13.9,11.9
"1777","11/11/2004",25.6,17
"1778","12/11/2004",16,11.6
"1779","13/11/2004",14.3,12.8
"1780","14/11/2004",22.7,20
"1781","15/11/2004",15.2,15.5
"1782","16/11/2004",14.5,14.4
"1783","17/11/2004",14.7,14.1
"1784","18/11/2004",7.9,8.4
"1785","19/11/2004",19.4,13.3
"1786","20/11/2004",13.8,16.8
"1787","21/11/2004",13.5,17.4
"1788","22/11/2004",13.3,14.5
"1789","23/11/2004",25.9,22.2
"1790","24/11/2004",19.2,32.4
"1791","25/11/2004",15.4,28.5
"1792","26/11/2004",15,15.3
"1793","27/11/2004",11.9,14.8
"1794","28/11/2004",7.8,7
"1795","29/11/2004",21.5,20.4
"1796","30/11/2004",27,36.6
"1797","01/12/2004",21,23.2
"1798","02/12/2004",28.6,24.7
"1799","03/12/2004",25.3,26.1
"1800","04/12/2004",26.5,25.4
"1801","05/12/2004",15,13.7
"1802","06/12/2004",16.2,15.4
"1803","07/12/2004",47.3,28.5
"1804","08/12/2004",40.3,33
"1805","09/12/2004",34.3,26.2
"1806","10/12/2004",37.9,29.2
"1807","11/12/2004",54.5,43.2
"1808","12/12/2004",35.8,29.5
"1809","13/12/2004",45.9,43.9
"1810","14/12/2004",28.5,21.7
"1811","15/12/2004",31.8,25.9
"1812","16/12/2004",18.1,14.6
"1813","17/12/2004",15.6,13.2
"1814","18/12/2004",17,13.7
"1815","19/12/2004",20.6,15.9
"1816","20/12/2004",27.5,NA
"1817","21/12/2004",26.7,20.2
"1818","22/12/2004",17.3,9
"1819","23/12/2004",16.5,17.2
"1820","24/12/2004",12.9,14.3
"1821","25/12/2004",11.3,13
"1822","26/12/2004",17.3,13.7
"1823","27/12/2004",19.3,16
"1824","28/12/2004",14.1,11.4
"1825","29/12/2004",21.4,17.6
"1826","30/12/2004",17,14.6
"1827","31/12/2004",13,11.8
